Map,Target,Slot,Asset,Service,Stage,Hero Suitability,Evidence,Privacy,Page Status,Flag,Arabic Alt
Service Page,/services/marble-polishing,Gallery,vibe-clean-pro-floor-cleaning-machine-riyadh-2.webp,Floor Polishing,During,Good,Strong Project Evidence,No,READY,,عامل من فايب كلين برو أثناء جلي وتلميع الأرضيات ضمن مشروع حقيقي
Service Page,/services/marble-polishing,Gallery,vibe-clean-pro-floor-cleaning-outdoor-area-001.webp,Exterior Floor Polishing,During,Good,Strong Project Evidence,No,READY,,عامل من فايب كلين برو أثناء جلي وتنظيف الأرضيات الخارجية ضمن مشروع حقيقي
Service Page,/services/marble-polishing,Gallery,vibe-clean-pro-floor-cleaning-service-stage-during-001.webp,Floor Polishing,During,Good,Strong Project Evidence,No,READY,,صورة حقيقية من أعمال فايب كلين برو توضح worker polishing indoor floor with rotary machine
Service Page,/services/marble-polishing,Gallery,vibe-clean-pro-outdoor-floor-cleaning-machine-001.webp,Exterior Floor Polishing,During,Good,Strong Project Evidence,No,READY,,عامل من فايب كلين برو أثناء جلي وتنظيف الأرضيات الخارجية ضمن مشروع حقيقي
Service Page,/services/pool-cleaning,Hero,vibe-clean-pro-outdoor-swimming-pool-cleaning-riyadh-001.webp,Swimming Pool Cleaning,During,Excellent,Strong Project Evidence,No,NEEDS MEDIA,,صورة حقيقية من أعمال فايب كلين برو توضح workers cleaning large swimming pool
Service Page,/services/pool-cleaning,Gallery,swimming-pool-cleaning-service-riyadh-during-001.webp,Swimming Pool Cleaning,During,Good,Strong Project Evidence,No,NEEDS MEDIA,,صورة حقيقية من أعمال فايب كلين برو توضح workers cleaning villa swimming pool
Service Page,/services/pool-cleaning,Gallery,vibe-clean-pro-swimming-pool-cleaning-during-001.webp,Swimming Pool Cleaning,During,Good,Strong Project Evidence,No,NEEDS MEDIA,,صورة حقيقية من أعمال فايب كلين برو توضح worker cleaning tiled swimming pool
Service Page,/services/pool-cleaning,Gallery,vibe-clean-pro-swimming-pool-cleaning-stage-001.webp,Swimming Pool Cleaning,During,Good,Strong Project Evidence,No,NEEDS MEDIA,,صورة حقيقية من أعمال فايب كلين برو توضح workers cleaning empty swimming pool surface
Homepage,/,Hero,vibe-clean-pro-villa-cleaning-service-stage-during-001.webp,Villa Cleaning,,,,,,فريق من 4 أفراد بالزي الموحد داخل فيلا — يخدم النية العامة + العلامة. واجهة الـ hero تبقى حصرية لصفحة الواجهات,
Homepage,/,Service tile → /services/facade-cleaning,vibe-clean-pro-facade-cleaning-crane-riyadh-001.webp,Facade Cleaning,,,,,,boom-lift worker cleaning a large exterior wall at height,
Homepage,/,Service tile → /services/glass-cleaning,vibe-clean-pro-glass-cleaning-service-stage-001-1.webp,Glass Cleaning,,,,,,workers cleaning large commercial glass panels and windows,
Homepage,/,Service tile → /services/post-construction-cleaning,vibe-clean-pro-floor-cleaning-outdoor-area-001-1.webp,Post-Construction Cleaning,,,,,,workers removing construction residue from exterior flooring and entrance surfac,
Homepage,/,Service tile → /services/commercial-cleaning,vibe-clean-pro-shop-cleaning-commercial-stage-001.webp,Commercial Cleaning,,,,,,cleaning crew working at a commercial storefront entrance,
Homepage,/,Service tile → /services/office-cleaning,vibe-clean-pro-glass-cleaning-staircase-riyadh.webp,Office Cleaning,,,,,,"workers cleaning polished floors, glass, counters, stairs and office interior su",
Homepage,/,Service tile → /services/exterior-surface-cleaning,vibe-clean-pro-outdoor-cleaning-stage-001-1.webp,Exterior Cleaning,,,,,,worker cleaning outdoor patio and furniture at a residential property,
Homepage,/,Service tile → /services/floor-cleaning,vibe-clean-pro-commercial-floor-cleaning-stage-001.webp,Floor Cleaning,,,,,,team cleaning large dark commercial floor (يعاد استخدامها من معرض الصفحة — ليست hero الصفحة),
Homepage,/,Service tile → /services/villa-cleaning,vibe-clean-pro-villa-floor-cleaning-stage-during-001.webp,Villa Cleaning,,,,,,تنظيف أرضيات فيلا أثناء التنفيذ (يعاد استخدامها من معرض الصفحة — ليست hero الصفحة),
Homepage,/,Service tile → /services/water-tank-cleaning,vibe-clean-pro-water-tank-cleaning-worker-riyadh-001.webp,Water Tank Cleaning,,,,,,عامل ينظف جدار خزان المياه (يعاد استخدامها من معرض الصفحة — ليست hero الصفحة),
Homepage,/,Trust / Team,vibe-clean-pro-facade-cleaning-service-stage-001-11.webp,Equipment,,,,,,boom-lift cleaning vehicles positioned outside a commercial site,
Homepage,/,Trust / Team,VID-20260916-WA0001.mp4,Team / Brand,,,,,,Vibe Clean Pro cleaning team lined up in branded uniforms,
Homepage,/,Trust / Logo,vibe-clean-pro-logo-primary.png,Brand Asset,,,,,,الشعار الرسمي (+ white / dark حسب الخلفية),
Homepage,/,Projects strip (5),← من Project Media Map بعد تأكيد المالك,,,,,,,لا يُنشر أي مشروع قبل التأكيد,
Homepage,/,Articles strip (5),← من Article Media Map,,,,,,,صور شرح حقيقية فقط,
Homepage,/,Areas,لا صورة أحياء,,,,,,,أصلان فقط بدليل حي (العقيق/اليرموك) — غير كافٍ؛ استخدم خريطة/أيقونات أحياء بدون صور مزعومة,
Homepage,/,Reviews,لا صور,,,,,,,لا تقييمات مزيفة ولا aggregateRating — نص فقط عند توفر مراجعات حقيقية,
Homepage,/,Final CTA,لا صورة — خلفية العلامة (surface-atmos) + الشعار,Brand Asset,,,,,,لا يُعاد استخدام أي hero صفحة في الـ CTA,
Project,CAND-20260614-VILLA-01,Candidate,vibe-clean-pro-outdoor-cleaning-stage-001-1.webp,Exterior Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو توضح worker cleaning outdoor patio and furniture at a r
Project,CAND-20260614-VILLA-01,Candidate,vibe-clean-pro-villa-cleaning-staircase-stage-001.webp,Floor Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو توضح worker cleaning or extracting dirt from residentia
Project,CAND-20260614-VILLA-01,Candidate,vibe-clean-pro-deep-cleaning-villa-worker-vacuum-001.webp,Floor Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو توضح worker using a wet/dry vacuum for detailed interio
Project,CAND-20260614-VILLA-01,Candidate,vibe-clean-pro-outdoor-cleaning-stage-during-001.webp,Exterior Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو توضح worker cleaning outdoor patio and furniture at a r
Project,CAND-20260614-VILLA-01,Candidate,vibe-clean-pro-kitchen-appliance-cleaning-001.webp,Kitchen Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو توضح worker performing detailed cleaning of kitchen cab
Project,CAND-20260614-VILLA-01,Candidate,vibe-clean-pro-general-cleaning-3.webp,Kitchen Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو توضح worker performing detailed cleaning of kitchen cab
Project,CAND-20260614-VILLA-01,Candidate,vibe-clean-pro-deep-cleaning-service-stage-during-001.webp,Wall Cleaning,During,Good,Useful Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),"صورة حقيقية من أعمال فايب كلين برو توضح worker detail-cleaning wall panels, skirting or de"
Project,CAND-20260614-VILLA-01,Candidate,vibe-clean-pro-facade-cleaning-scaffolding-riyadh-001.webp,Glass Cleaning,During,Excellent,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو توضح workers cleaning tall residential windows using ac
Project,CAND-20260614-VILLA-01,Candidate,vibe-clean-pro-post-construction-cleaning-door-frame-001.webp,High-Level Interior Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو توضح workers using ladder access to clean high entrance
Project,CAND-20260614-VILLA-01,Candidate,vibe-clean-pro-post-construction-cleaning-bathroom-floor-001.webp,Kitchen Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو توضح worker performing detailed cleaning of kitchen cab
Project,CAND-20260614-VILLA-01,Candidate,vibe-clean-pro-post-construction-cleaning-worker-site-001.webp,Furniture Cleaning,During,Good,Useful Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),"صورة حقيقية من أعمال فايب كلين برو توضح worker detail-cleaning built-in furniture, cabinet"
Project,CAND-20260614-VILLA-01,Candidate,vibe-clean-pro-post-construction-cleaning-worker-stage-001-1.webp,Furniture Cleaning,During,Good,Useful Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),"صورة حقيقية من أعمال فايب كلين برو توضح worker detail-cleaning built-in furniture, cabinet"
Project,CAND-20260614-VILLA-01,Candidate,vibe-clean-pro-deep-cleaning-villa-stage-001.webp,Villa Cleaning,During,Excellent,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو توضح cleaning team performing general detailed cleaning
Project,CAND-20260614-VILLA-01,Candidate,vibe-clean-pro-post-construction-cleaning-worker-stage-001-2.webp,Floor Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو توضح worker cleaning or extracting dirt from residentia
Project,CAND-20260614-VILLA-01,Candidate,vibe-clean-pro-commercial-post-construction-cleaning-riyadh-001.webp,Villa Cleaning,During,Excellent,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو توضح cleaning team performing general detailed cleaning
Project,CAND-20260614-VILLA-01,Candidate,vibe-clean-pro-post-construction-cleaning-living-room-001-1.webp,Floor Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو توضح worker cleaning or extracting dirt from residentia
Project,CAND-20260614-VILLA-01,Candidate,vibe-clean-pro-carpet-cleaning-stage-during-001.webp,Floor Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو توضح worker cleaning or extracting dirt from residentia
Project,CAND-20260614-VILLA-01,Candidate,vibe-clean-pro-post-construction-cleaning-bathroom-stage-001-2.webp,Wall Cleaning,During,Good,Useful Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),"صورة حقيقية من أعمال فايب كلين برو توضح worker detail-cleaning wall panels, skirting or de"
Project,CAND-20260614-VILLA-01,Candidate,vibe-clean-pro-post-construction-cleaning-workers-site-001.webp,Kitchen Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو توضح worker performing detailed cleaning of kitchen cab
Project,CAND-20260614-VILLA-01,Candidate,vibe-clean-pro-post-construction-cleaning-kitchen-001.webp,Kitchen Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو توضح worker performing detailed cleaning of kitchen cab
Project,CAND-20260614-VILLA-01,Candidate,vibe-clean-pro-carpet-cleaning-stage-001.webp,Wall Cleaning,During,Good,Useful Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),"صورة حقيقية من أعمال فايب كلين برو توضح worker detail-cleaning wall panels, skirting or de"
Project,CAND-20260614-VILLA-01,Candidate,vibe-clean-pro-deep-cleaning-worker-washing-wall-tiles-riyadh-001.webp,Wall Cleaning,During,Good,Useful Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),"صورة حقيقية من أعمال فايب كلين برو توضح worker detail-cleaning wall panels, skirting or de"
Project,CAND-20260614-VILLA-01,Candidate,vibe-clean-pro-deep-cleaning-worker-floor-wall-riyadh.webp,Wall Cleaning,During,Good,Useful Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),"صورة حقيقية من أعمال فايب كلين برو توضح worker detail-cleaning wall panels, skirting or de"
Project,CAND-20260614-VILLA-01,Candidate,vibe-clean-pro-post-construction-cleaning-kitchen-001-1.webp,Kitchen Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو توضح worker performing detailed cleaning of kitchen cab
Project,CAND-20260614-VILLA-01,Candidate,vibe-clean-pro-commercial-cleaning-corridor-stage-001-1.webp,Floor Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو توضح worker cleaning or extracting dirt from residentia
Project,CAND-20260614-VILLA-01,Candidate,vibe-clean-pro-post-construction-cleaning-office-during-001.webp,Furniture Cleaning,During,Good,Useful Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),"صورة حقيقية من أعمال فايب كلين برو توضح worker detail-cleaning built-in furniture, cabinet"
Project,CAND-20260730-FACADE-B,Candidate,vibe-clean-pro-facade-cleaning-commercial-building-001-8.webp,Facade Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الواجهات
Project,CAND-20260730-FACADE-B,Candidate,facade-cleaning-high-rise-building-riyadh-during.webp,Facade Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الواجهات
Project,CAND-20260730-FACADE-B,Candidate,vibe-clean-pro-facade-cleaning-building-stage-during-001.webp,Facade Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الواجهات
Project,CAND-20260730-FACADE-B,Candidate,vibe-clean-pro-facade-cleaning-rope-access-riyadh-001-1.webp,Facade Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الواجهات
Project,CAND-20260730-FACADE-B,Candidate,vibe-clean-pro-facade-cleaning-service-riyadh-stage-during.webp,Facade Cleaning,During,Weak,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الواجهات
Project,CAND-20260730-FACADE-B,Candidate,vibe-clean-pro-facade-cleaning-service-stage-001-13.webp,Facade Cleaning,During,Excellent,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الواجهات
Project,CAND-20260730-FACADE-B,Candidate,vibe-clean-pro-facade-cleaning-service-riyadh-001-4.webp,Facade Cleaning,During,Excellent,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الواجهات
Project,CAND-20260730-FACADE-B,Candidate,vibe-clean-pro-facade-glass-cleaning-commercial-building-001.webp,Facade Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الواجهات
Project,CAND-20260730-FACADE-B,Candidate,vibe-clean-pro-facade-cleaning-service-riyadh-001-5.webp,Facade Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الواجهات
Project,CAND-20260730-FACADE-B,Candidate,vibe-clean-pro-facade-glass-cleaning-riyadh-001-8.webp,Facade Cleaning,During,Excellent,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الواجهات
Project,CAND-20260730-FACADE-B,Candidate,vibe-clean-pro-facade-cleaning-rope-access-001-2.webp,Facade Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الواجهات
Project,CAND-20260730-FACADE-B,Candidate,vibe-clean-pro-commercial-glass-facade-cleaning-riyadh-001.webp,Facade Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الواجهات
Project,CAND-20260730-FACADE-B,Candidate,vibe-clean-pro-facade-cleaning-commercial-building-001-9.webp,Facade Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الواجهات
Project,CAND-20260730-FACADE-B,Candidate,vibe-clean-pro-facade-glass-cleaning-service-riyadh-001-1.webp,Facade Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الواجهات
Project,CAND-20260730-FACADE-B,Candidate,vibe-clean-pro-facade-cleaning-rope-access-building-001.webp,Facade Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الواجهات
Project,CAND-20260730-FACADE-B,Candidate,vibe-clean-pro-facade-glass-cleaning-riyadh-001-9.webp,Facade Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الواجهات
Project,CAND-20260730-FACADE-B,Candidate,vibe-clean-pro-facade-cleaning-service-riyadh-001-6.webp,Facade Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الواجهات
Project,CAND-20260730-FACADE-B,Candidate,vibe-clean-pro-facade-glass-cleaning-riyadh-stage-001.webp,Facade Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الواجهات
Project,CAND-20260730-FACADE-B,Candidate,vibe-clean-pro-facade-cleaning-rope-access-001-3.webp,Facade Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الواجهات
Project,CAND-20260730-FACADE-B,Candidate,vibe-clean-pro-facade-cleaning-building-stage-001-3.webp,Facade Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الواجهات
Project,CAND-20260730-FACADE-B,Candidate,vibe-clean-pro-facade-cleaning-rope-access-worker-001.webp,Facade Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الواجهات
Project,CAND-20260730-FACADE-B,Candidate,vibe-clean-pro-facade-cleaning-rope-access-001-4.webp,Facade Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الواجهات
Project,CAND-20260730-FACADE-B,Candidate,vibe-clean-pro-facade-cleaning-service-riyadh-001-7.webp,Facade Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الواجهات
Project,CAND-20260730-FACADE-B,Candidate,vibe-clean-pro-facade-cleaning-stage-before-001.webp,Facade Cleaning,During,Excellent,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الواجهات
Project,CAND-20260730-FACADE-B,Candidate,VID-20260730-WA0011.mp4,Facade Cleaning,During,Yes,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),فيديو حقيقي من أعمال فايب كلين برو يوضح تنظيف الواجهات
Project,CAND-20260730-FACADE-B,Candidate,VID-20260730-WA0012.mp4,Facade Cleaning,During,Yes,Strong Project Evidence,Yes,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),فيديو حقيقي من أعمال فايب كلين برو يوضح تنظيف الواجهات
Project,CAND-20260729-FACADE-A,Candidate,vibe-clean-pro-facade-cleaning-rope-access-001.webp,Facade Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الواجهات
Project,CAND-20260729-FACADE-A,Candidate,vibe-clean-pro-facade-cleaning-riyadh-001-1.webp,Facade Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الواجهات
Project,CAND-20260729-FACADE-A,Candidate,vibe-clean-pro-facade-cleaning-building-stage-001-2.webp,Facade Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الواجهات
Project,CAND-20260729-FACADE-A,Candidate,vibe-clean-pro-facade-glass-cleaning-riyadh-001-4.webp,Facade Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الواجهات
Project,CAND-20260729-FACADE-A,Candidate,vibe-clean-pro-facade-glass-cleaning-riyadh-001-5.webp,Facade Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الواجهات
Project,CAND-20260729-FACADE-A,Candidate,vibe-clean-pro-facade-cleaning-outdoor-pool-area-riyadh-001.webp,Facade Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الواجهات
Project,CAND-20260729-FACADE-A,Candidate,vibe-clean-pro-facade-cleaning-riyadh-001-2.webp,Facade Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الواجهات
Project,CAND-20260729-FACADE-A,Candidate,vibe-clean-pro-facade-cleaning-riyadh-building-001.webp,Facade Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الواجهات
Project,CAND-20260729-FACADE-A,Candidate,vibe-clean-pro-facade-cleaning-rope-access-riyadh-001.webp,Facade Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الواجهات
Project,CAND-20260729-FACADE-A,Candidate,vibe-clean-pro-facade-glass-cleaning-riyadh-001-6.webp,Facade Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الواجهات
Project,CAND-20260729-FACADE-A,Candidate,vibe-clean-pro-facade-cleaning-rope-access-riyadh.webp,Facade Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الواجهات
Project,CAND-20260729-FACADE-A,Candidate,vibe-clean-pro-facade-cleaning-scaffolding-riyadh-001-1.webp,Facade Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الواجهات
Project,CAND-20260729-FACADE-A,Candidate,vibe-clean-pro-facade-glass-cleaning-scaffolding-riyadh-001.webp,Facade Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الواجهات
Project,CAND-20260729-FACADE-A,Candidate,vibe-clean-pro-facade-cleaning-rope-access-riyadh-1.webp,Facade Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الواجهات
Project,CAND-20260729-FACADE-A,Candidate,vibe-clean-pro-facade-cleaning-villa-stage-001-2.webp,Facade Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الواجهات
Project,CAND-20260729-FACADE-A,Candidate,vibe-clean-pro-facade-cleaning-service-riyadh-001-3.webp,Facade Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الواجهات
Project,CAND-20260729-FACADE-A,Candidate,vibe-clean-pro-facade-cleaning-service-stage-001-12.webp,Facade Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الواجهات
Project,CAND-20260729-FACADE-A,Candidate,vibe-clean-pro-facade-cleaning-rope-access-001-1.webp,Facade Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الواجهات
Project,CAND-20260729-FACADE-A,Candidate,vibe-clean-pro-facade-glass-cleaning-riyadh.webp,Facade Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الواجهات
Project,CAND-20260729-FACADE-A,Candidate,vibe-clean-pro-facade-cleaning-villa-stage-001-3.webp,Facade Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الواجهات
Project,CAND-20260729-FACADE-A,Candidate,vibe-clean-pro-facade-cleaning-villa-stage-during-001.webp,Facade Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الواجهات
Project,CAND-20260729-FACADE-A,Candidate,vibe-clean-pro-facade-glass-cleaning-riyadh-1.webp,Facade Cleaning,During,Good,Strong Project Evidence,No,NEEDS OWNER CONFIRMATION,متوسط (مرحلة واحدة),صورة حقيقية من أعمال فايب كلين برو أثناء تنظيف الواجهات
